unnamed: 0,incident id,incident date,state,city,address,dead,injured,crimetype,participant gender,participant name,participant age group,year,month,day,weekday,loss
15780,1655496.0,2020-04-08,Ohio,Fremont,OH-412,0.0,1.0,Unintentional Shooting,,,,2020,4,8,2,1.0
15781,1656139.0,2020-04-08,Florida,West Palm Beach,,0.0,1.0,Unintentional Shooting,,,,2020,4,8,2,1.0
15782,1655905.0,2020-04-08,Louisiana,Shreveport,2900 block of Peach St,0.0,2.0,Unintentional Shooting,,,,2020,4,8,2,2.0
15783,1654672.0,2020-04-08,Texas,Katy,4100 block of Brown Meadow Ct,1.0,0.0,Unintentional Shooting,,,,2020,4,8,2,1.0
15784,1654404.0,2020-04-07,North Carolina,Spindale,191 Guffey Road,0.0,1.0,Unintentional Shooting,,,,2020,4,7,1,1.0
15785,1654654.0,2020-04-07,North Carolina,Raleigh,6808 Whispering Falls Run,0.0,1.0,Unintentional Shooting,,,,2020,4,7,1,1.0
15786,1654616.0,2020-04-07,South Carolina,Goose Creek,500 block of Nandina Dr,1.0,0.0,Unintentional Shooting,,,,2020,4,7,1,1.0
15787,1654605.0,2020-04-07,Maine,Westbrook,Central St,0.0,1.0,Unintentional Shooting,,,,2020,4,7,1,1.0
15788,1654546.0,2020-04-07,Florida,Orlando,4200 block of Lake Richmond Dr,0.0,1.0,Unintentional Shooting,,,,2020,4,7,1,1.0
15789,1655418.0,2020-04-07,Missouri,Jefferson City,,0.0,1.0,Unintentional Shooting,,,,2020,4,7,1,1.0
15790,1653468.0,2020-04-06,Texas,San Antonio,2500 Jackson Keller Rd,0.0,1.0,Unintentional Shooting,,,,2020,4,6,0,1.0
15791,1653291.0,2020-04-06,Mississippi,Vicksburg,200 block of Demby Dr,0.0,1.0,Unintentional Shooting,,,,2020,4,6,0,1.0
15792,1653415.0,2020-04-06,New York,Brooklyn,410 Sutter Ave,0.0,1.0,Unintentional Shooting,,,,2020,4,6,0,1.0
15793,1653912.0,2020-04-06,Michigan,Pontiac,100 block of Lake St,0.0,1.0,Unintentional Shooting,,,,2020,4,6,0,1.0
15794,1653288.0,2020-04-06,Florida,Jacksonville,10300 Block of Monaco Dr,1.0,0.0,Unintentional Shooting,,,,2020,4,6,0,1.0
15795,1653780.0,2020-04-06,Delaware,Millsboro,Rd 413 and Daisey Rd,0.0,1.0,Unintentional Shooting,,,,2020,4,6,0,1.0
15796,1653623.0,2020-04-06,Texas,Fort Worth,812 East Felix St,0.0,2.0,Unintentional Shooting,,,,2020,4,6,0,2.0
15797,1653027.0,2020-04-06,Missouri,Kansas City,5600 block of Richmond Ave,0.0,1.0,Unintentional Shooting,,,,2020,4,6,0,1.0
15798,1653524.0,2020-04-05,West Virginia,Martinsburg,Ridge Rd S,0.0,1.0,Unintentional Shooting,,,,2020,4,5,6,1.0
15799,1656401.0,2020-04-05,Illinois,Lake Zurich (Hawthorn Woods),50 block of Darlington Dr,0.0,1.0,Unintentional Shooting,,,,2020,4,5,6,1.0
15800,1652874.0,2020-04-05,Pennsylvania,Chester,2600 block of Swarts St,1.0,0.0,Unintentional Shooting,,,,2020,4,5,6,1.0
15801,1652839.0,2020-04-05,North Carolina,Durham,1215 Truman St,0.0,1.0,Unintentional Shooting,,,,2020,4,5,6,1.0
15802,1652940.0,2020-04-05,Georgia,Atlanta,1739 MLK Jr Dr SW,0.0,1.0,Unintentional Shooting,,,,2020,4,5,6,1.0
15803,1652876.0,2020-04-05,South Carolina,Florence,Willow Trace Dr,0.0,1.0,Unintentional Shooting,,,,2020,4,5,6,1.0
15804,1653098.0,2020-04-04,Virginia,Craigsville,200 block of Lehigh Rd,0.0,1.0,Unintentional Shooting,,,,2020,4,4,5,1.0
15805,1652594.0,2020-04-04,Indiana,Osceola,10000 block of McKinley Hwy,1.0,0.0,Unintentional Shooting,,,,2020,4,4,5,1.0
15806,1652399.0,2020-04-04,Washington,Tacoma,4000 block of S Lawerence St,0.0,1.0,Unintentional Shooting,,,,2020,4,4,5,1.0
15807,1655903.0,2020-04-04,Florida,Lady Lake,797 Teague Trail,0.0,1.0,Unintentional Shooting,,,,2020,4,4,5,1.0
15808,1651813.0,2020-04-03,Wisconsin,Milwaukee,2900 block of N 23rd St,0.0,1.0,Unintentional Shooting,,,,2020,4,3,4,1.0
15809,1653599.0,2020-04-03,Arkansas,Mountain Home,158 Panther Heights Dr,1.0,0.0,Unintentional Shooting,,,,2020,4,3,4,1.0
15810,1650938.0,2020-04-02,Illinois,Marengo,20014 E Grant Hwy,0.0,1.0,Unintentional Shooting,,,,2020,4,2,3,1.0
15811,1651203.0,2020-04-02,Illinois,Thornton,Blackhawk Dr and Chicago Rd,1.0,0.0,Unintentional Shooting,,,,2020,4,2,3,1.0
15812,1651201.0,2020-04-02,Illinois,Chicago,4400 block of W Carroll Ave,0.0,1.0,Unintentional Shooting,,,,2020,4,2,3,1.0
15813,1651094.0,2020-04-02,Louisiana,Shreveport,800 block of West 72nd St,0.0,1.0,Unintentional Shooting,,,,2020,4,2,3,1.0
15814,1649844.0,2020-04-01,North Carolina,Charlotte,Nobles Ave and Innovation Dr,0.0,1.0,Unintentional Shooting,,,,2020,4,1,2,1.0
15815,1650592.0,2020-04-01,Georgia,Helena (McRae-Helena),Collins St,1.0,0.0,Unintentional Shooting,,,,2020,4,1,2,1.0
15816,1650158.0,2020-04-01,Kansas,Topeka,1200 block of NW Harrison St,0.0,1.0,Unintentional Shooting,,,,2020,4,1,2,1.0
15817,1650294.0,2020-04-01,Wisconsin,Madison,N Paterson St and E Washington Ave,0.0,2.0,Unintentional Shooting,,,,2020,4,1,2,2.0
15818,1650451.0,2020-04-01,Maine,Poland,,0.0,1.0,Unintentional Shooting,,,,2020,4,1,2,1.0
15819,1649969.0,2020-04-01,Virginia,Richmond,9100 Three Chopt Rd,0.0,1.0,Unintentional Shooting,,,,2020,4,1,2,1.0
15820,1670425.0,2020-04-01,North Carolina,Lexington,Federal St,0.0,1.0,Unintentional Shooting,,,,2020,4,1,2,1.0
15821,1649813.0,2020-03-31,Indiana,Indianapolis,3200 block of N Tacoma Ave,1.0,0.0,Unintentional Shooting,,,,2020,3,31,1,1.0
15822,1649916.0,2020-03-31,Pennsylvania,Erie,600 block of Reed St,0.0,1.0,Unintentional Shooting,,,,2020,3,31,1,1.0
15823,1649610.0,2020-03-31,Oklahoma,Lawton,1800 block of Lake Ave,1.0,0.0,Unintentional Shooting,,,,2020,3,31,1,1.0
15824,1649022.0,2020-03-31,California,Fresno,Fountain Way and 9th St,0.0,1.0,Unintentional Shooting,,,,2020,3,31,1,1.0
15825,1649019.0,2020-03-31,Wisconsin,Madison,600 Highland Ave,0.0,0.0,Unintentional Shooting,,,,2020,3,31,1,0.0
15826,1649613.0,2020-03-31,Texas,Fort Worth,1300 block of Willow Glen Cir,0.0,1.0,Unintentional Shooting,,,,2020,3,31,1,1.0
15827,1650049.0,2020-03-31,Texas,Houston,8100 block of Richmond Ave,1.0,0.0,Unintentional Shooting,,,,2020,3,31,1,1.0
15828,1649994.0,2020-03-30,Virginia,King George,,0.0,1.0,Unintentional Shooting,,,,2020,3,30,0,1.0
15829,1648472.0,2020-03-30,Alabama,Bessemer,500 block of 29th St N,1.0,0.0,Unintentional Shooting,,,,2020,3,30,0,1.0
15830,1648447.0,2020-03-30,Michigan,Macomb,45301 Chateau Thierry Blvd,0.0,1.0,Unintentional Shooting,,,,2020,3,30,0,1.0
15831,1648909.0,2020-03-30,Illinois,Belleville,2500 block of Lucy Dr,1.0,0.0,Unintentional Shooting,,,,2020,3,30,0,1.0
15832,1650562.0,2020-03-30,Washington,Richland,2801 Duportail St,0.0,0.0,Unintentional Shooting,,,,2020,3,30,0,0.0
15833,1650276.0,2020-03-30,Michigan,Battle Creek,Goguac St,0.0,1.0,Unintentional Shooting,,,,2020,3,30,0,1.0
15834,1648398.0,2020-03-29,Texas,Cleveland,100 block of CR 3560,0.0,1.0,Unintentional Shooting,,,,2020,3,29,6,1.0
15835,1648525.0,2020-03-29,Iowa,Storm Lake,,0.0,1.0,Unintentional Shooting,,,,2020,3,29,6,1.0
15836,1649975.0,2020-03-29,Iowa,Rock Rapids,300 block of S Adams St,0.0,1.0,Unintentional Shooting,,,,2020,3,29,6,1.0
15837,1648172.0,2020-03-29,New Hampshire,Colebrook (Columbia),,0.0,1.0,Unintentional Shooting,,,,2020,3,29,6,1.0
15838,1647879.0,2020-03-29,Missouri,Saint Louis (Ferguson),200 block of La Motte Lane,0.0,1.0,Unintentional Shooting,,,,2020,3,29,6,1.0
15839,1648418.0,2020-03-28,Nebraska,Bennet,,0.0,1.0,Unintentional Shooting,,,,2020,3,28,5,1.0
15840,1647814.0,2020-03-28,Illinois,Chicago,2700 W Peterson Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,28,5,1.0
15841,1647756.0,2020-03-28,North Carolina,Greenville,105 Greenville Blvd SW,0.0,1.0,Unintentional Shooting,,,,2020,3,28,5,1.0
15842,1647254.0,2020-03-27,Michigan,Kalamazoo,1021 Jackson St,1.0,0.0,Unintentional Shooting,,,,2020,3,27,4,1.0
15843,1647702.0,2020-03-27,District of Columbia,Washington,110 Irving St NW,0.0,0.0,Unintentional Shooting,,,,2020,3,27,4,0.0
15844,1647276.0,2020-03-27,Nevada,Las Vegas,3976 Chasing Heart Way,3.0,0.0,Unintentional Shooting,,,,2020,3,27,4,3.0
15845,1647218.0,2020-03-27,Florida,Bradenton,5900 block of 13th St Ct E,1.0,0.0,Unintentional Shooting,,,,2020,3,27,4,1.0
15846,1646415.0,2020-03-26,Indiana,Indianapolis,5184 Winterberry Circle,1.0,0.0,Unintentional Shooting,,,,2020,3,26,3,1.0
15847,1647513.0,2020-03-26,California,Tehachapi (Stallion Springs),Capot Ct,0.0,1.0,Unintentional Shooting,,,,2020,3,26,3,1.0
15848,1646217.0,2020-03-26,Connecticut,Bridgeport,Canterbury Ln,0.0,1.0,Unintentional Shooting,,,,2020,3,26,3,1.0
15849,1646180.0,2020-03-26,Florida,Jacksonville,5020 Cleveland Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,26,3,1.0
15850,1646390.0,2020-03-26,Tennessee,Memphis,2778 Pickering Dr,1.0,0.0,Unintentional Shooting,,,,2020,3,26,3,1.0
15851,1646458.0,2020-03-26,District of Columbia,Washington,5000 block of C St SE,0.0,1.0,Unintentional Shooting,,,,2020,3,26,3,1.0
15852,1647163.0,2020-03-26,Louisiana,Schriever,100 block of Brunet St,0.0,1.0,Unintentional Shooting,,,,2020,3,26,3,1.0
15853,1645470.0,2020-03-25,Texas,Houston,,0.0,1.0,Unintentional Shooting,,,,2020,3,25,2,1.0
15854,1646036.0,2020-03-25,Michigan,Battle Creek,800 block of Swift Road,0.0,1.0,Unintentional Shooting,,,,2020,3,25,2,1.0
15855,1646251.0,2020-03-25,Vermont,Cabot,Main St,0.0,1.0,Unintentional Shooting,,,,2020,3,25,2,1.0
15856,1646169.0,2020-03-25,Florida,Ormond Beach,US-1,0.0,1.0,Unintentional Shooting,,,,2020,3,25,2,1.0
15857,1646115.0,2020-03-25,Wisconsin,Madison,1100 block of MacArthur Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,25,2,1.0
15858,1645967.0,2020-03-25,Arizona,Phoenix,19th Ave and Hatcher Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,25,2,1.0
15859,1647101.0,2020-03-25,Nebraska,Raymond,12000 W Branched Oak Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,25,2,1.0
15860,1645480.0,2020-03-24,Texas,Houston,8505 Broadway St,0.0,1.0,Unintentional Shooting,,,,2020,3,24,1,1.0
15861,1646296.0,2020-03-24,Michigan,Benton Harbor,105 S Fair Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,24,1,1.0
15862,1645624.0,2020-03-24,Connecticut,Torrington,Sunny Lane,0.0,2.0,Unintentional Shooting,,,,2020,3,24,1,2.0
15863,1645171.0,2020-03-24,Arizona,Glendale,W Glendale Ave and N 51st Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,24,1,1.0
15864,1645583.0,2020-03-24,Illinois,Chicago,1300 block of W Greenleaf Ave,1.0,0.0,Unintentional Shooting,,,,2020,3,24,1,1.0
15865,1645453.0,2020-03-24,Alabama,Mobile,,0.0,1.0,Unintentional Shooting,,,,2020,3,24,1,1.0
15866,1645373.0,2020-03-24,Arizona,Bullhead City,2900 block of Los Pueblos Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,24,1,1.0
15867,1646041.0,2020-03-24,Maryland,Mechanicsville,27636 Mechanicsville Rd,0.0,0.0,Unintentional Shooting,,,,2020,3,24,1,0.0
15868,1644338.0,2020-03-23,Georgia,Augusta,300 block of E View Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,23,0,1.0
15869,1646043.0,2020-03-23,Oregon,La Grande,500 block of Division Street,0.0,1.0,Unintentional Shooting,,,,2020,3,23,0,1.0
15870,1643754.0,2020-03-22,Illinois,Chicago,3400 block of W Monroe St,0.0,1.0,Unintentional Shooting,,,,2020,3,22,6,1.0
15871,1643996.0,2020-03-22,New York,Brooklyn,Park Ave and N Portland Ave,0.0,2.0,Unintentional Shooting,,,,2020,3,22,6,2.0
15872,1644156.0,2020-03-22,Illinois,Chicago,,0.0,1.0,Unintentional Shooting,,,,2020,3,22,6,1.0
15873,1643923.0,2020-03-21,Georgia,Atlanta,2700 block of Argyle Drive NW,1.0,0.0,Unintentional Shooting,,,,2020,3,21,5,1.0
15874,1643379.0,2020-03-21,District of Columbia,Washington,5000 block of Call Pl SE,0.0,1.0,Unintentional Shooting,,,,2020,3,21,5,1.0
15875,1643818.0,2020-03-21,Arizona,Bullhead City,1300 block of Terrace Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,21,5,1.0
15876,1643195.0,2020-03-21,District of Columbia,Washington,2400 block of Alabama Ave SE,0.0,2.0,Unintentional Shooting,,,,2020,3,21,5,2.0
15877,1643616.0,2020-03-21,Texas,Taylor,County Line Rd,1.0,0.0,Unintentional Shooting,,,,2020,3,21,5,1.0
15878,1643928.0,2020-03-21,Texas,Jefferson,Pope City Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,21,5,1.0
15879,1664477.0,2020-03-20,North Carolina,Lexington,Hamil St and Tussey St,0.0,1.0,Unintentional Shooting,,,,2020,3,20,4,1.0
15880,1642705.0,2020-03-20,Georgia,Atlanta,500 Block of Cleveland Ave,0.0,2.0,Unintentional Shooting,,,,2020,3,20,4,2.0
15881,1642939.0,2020-03-19,Michigan,Detroit,12800 block of east 7 Mile Road,0.0,1.0,Unintentional Shooting,,,,2020,3,19,3,1.0
15882,1642847.0,2020-03-19,Pennsylvania,Philadelphia,1700 block of Watkins St,0.0,1.0,Unintentional Shooting,,,,2020,3,19,3,1.0
15883,1642768.0,2020-03-19,New Mexico,Albuquerque,300 Rhode Island St NE,1.0,0.0,Unintentional Shooting,,,,2020,3,19,3,1.0
15884,1641895.0,2020-03-18,Missouri,Saint Louis (Northwoods),6700 block of Charlie Dooley Dr,1.0,0.0,Unintentional Shooting,,,,2020,3,18,2,1.0
15885,1642127.0,2020-03-18,Connecticut,New Haven,Bouchet Lane,0.0,1.0,Unintentional Shooting,,,,2020,3,18,2,1.0
15886,1642105.0,2020-03-18,Wisconsin,Janesville,3230 Midvale Dr,0.0,2.0,Unintentional Shooting,,,,2020,3,18,2,2.0
15887,1642498.0,2020-03-17,New York,Yonkers,Elm St and Linden St,0.0,3.0,Unintentional Shooting,,,,2020,3,17,1,3.0
15888,1641069.0,2020-03-17,Kentucky,Lexington,400 block of Campbell St,1.0,0.0,Unintentional Shooting,,,,2020,3,17,1,1.0
15889,1641292.0,2020-03-17,Oregon,Springfield,4900 block of Bluebelle Way,0.0,1.0,Unintentional Shooting,,,,2020,3,17,1,1.0
15890,1641380.0,2020-03-17,California,Palermo,2300 block of Messina Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,17,1,1.0
15891,1643113.0,2020-03-16,Ohio,Solon,,0.0,1.0,Unintentional Shooting,,,,2020,3,16,0,1.0
15892,1641339.0,2020-03-16,Washington,Vancouver,10405 N.E. Ninth Ave,1.0,0.0,Unintentional Shooting,,,,2020,3,16,0,1.0
15893,1641470.0,2020-03-16,Alabama,Centre,400 Northwood Dr,1.0,1.0,Unintentional Shooting,,,,2020,3,16,0,2.0
15894,1641036.0,2020-03-16,Wisconsin,Sheboygan,1400 block of S 17th St,0.0,1.0,Unintentional Shooting,,,,2020,3,16,0,1.0
15895,1640722.0,2020-03-15,Ohio,Columbus,Station Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,15,6,1.0
15896,1649210.0,2020-03-15,Nebraska,Gordon,6602 250th Trail,1.0,0.0,Unintentional Shooting,,,,2020,3,15,6,1.0
15897,1640042.0,2020-03-15,Kentucky,Louisville,4200 block of Lees Lane,1.0,0.0,Unintentional Shooting,,,,2020,3,15,6,1.0
15898,1640219.0,2020-03-14,Missouri,Saint Charles,1 Convention Center Plz,0.0,1.0,Unintentional Shooting,,,,2020,3,14,5,1.0
15899,1639651.0,2020-03-14,Utah,Ogden,325 9th St,1.0,0.0,Unintentional Shooting,,,,2020,3,14,5,1.0
15900,1644346.0,2020-03-14,Illinois,Chicago,1600 block of W North Ave,0.0,0.0,Unintentional Shooting,,,,2020,3,14,5,0.0
15901,1647043.0,2020-03-13,California,Oakland,2700 block of E 9th St,0.0,1.0,Unintentional Shooting,,,,2020,3,13,4,1.0
15902,1639162.0,2020-03-13,Tennessee,Rockwood,349 Daysville Rd,0.0,0.0,Unintentional Shooting,,,,2020,3,13,4,0.0
15903,1639222.0,2020-03-13,Tennessee,Memphis,650 Gallan Dr,1.0,0.0,Unintentional Shooting,,,,2020,3,13,4,1.0
15904,1659269.0,2020-03-13,Florida,Brandon,,0.0,1.0,Unintentional Shooting,,,,2020,3,13,4,1.0
15905,1681002.0,2020-03-13,Georgia,Warrenton,1800 Block of Ranger Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,13,4,1.0
15906,1641475.0,2020-03-13,Louisiana,Thibodaux,,0.0,1.0,Unintentional Shooting,,,,2020,3,13,4,1.0
15907,1641058.0,2020-03-12,Colorado,Colorado Springs,3900 block of Harmony Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,12,3,1.0
15908,1639020.0,2020-03-12,Georgia,Douglasville,8954 Hospital Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,12,3,1.0
15909,1638883.0,2020-03-12,North Carolina,Laurinburg,904 US-401 Bypass S,0.0,1.0,Unintentional Shooting,,,,2020,3,12,3,1.0
15910,1638332.0,2020-03-11,North Dakota,Grand Forks,1600 block of 12th Ave S,0.0,1.0,Unintentional Shooting,,,,2020,3,11,2,1.0
15911,1638050.0,2020-03-10,Texas,Dallas,3500 block of Wilhurt Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,10,1,1.0
15912,1637881.0,2020-03-10,Maryland,Parkville,Saturn Ct,0.0,0.0,Unintentional Shooting,,,,2020,3,10,1,0.0
15913,1637860.0,2020-03-10,Maryland,Hagerstown,50 Summit Ave,0.0,2.0,Unintentional Shooting,,,,2020,3,10,1,2.0
15914,1638856.0,2020-03-10,Mississippi,Granada,MS-333,0.0,1.0,Unintentional Shooting,,,,2020,3,10,1,1.0
15915,1636833.0,2020-03-09,Arizona,Phoenix (Laveen Village),6813 S 43rd Dr,1.0,0.0,Unintentional Shooting,,,,2020,3,9,0,1.0
15916,1636881.0,2020-03-09,Michigan,Pontiac,Bagley St and Arthur Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,9,0,1.0
15917,1636861.0,2020-03-08,Michigan,Detroit,,0.0,1.0,Unintentional Shooting,,,,2020,3,8,6,1.0
15918,1636215.0,2020-03-08,Georgia,Atlanta,898 Oak St SW,0.0,1.0,Unintentional Shooting,,,,2020,3,8,6,1.0
15919,1636763.0,2020-03-08,North Carolina,Fairview,,1.0,0.0,Unintentional Shooting,,,,2020,3,8,6,1.0
15920,1636486.0,2020-03-08,New Hampshire,Manchester,Orange St and N Church St,0.0,1.0,Unintentional Shooting,,,,2020,3,8,6,1.0
15921,1636193.0,2020-03-08,Tennessee,Cordova,7100 block of Charlton Way,0.0,1.0,Unintentional Shooting,,,,2020,3,8,6,1.0
15922,1637133.0,2020-03-08,Pennsylvania,Erie,3824 Tuttle Ave,1.0,0.0,Unintentional Shooting,,,,2020,3,8,6,1.0
15923,1636343.0,2020-03-08,Virginia,Salem,Richland Hills Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,8,6,1.0
15924,1635707.0,2020-03-07,South Carolina,Una,1200 block of Edgewood Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,7,5,1.0
15925,1636864.0,2020-03-07,New York,Syracuse,200 block of Fairfield Ave,0.0,2.0,Unintentional Shooting,,,,2020,3,7,5,2.0
15926,1638001.0,2020-03-07,Illinois,East Saint Louis,6830 State St,0.0,1.0,Unintentional Shooting,,,,2020,3,7,5,1.0
15927,1635516.0,2020-03-07,Texas,San Antonio,2023 Sable Ln,0.0,1.0,Unintentional Shooting,,,,2020,3,7,5,1.0
15928,1635570.0,2020-03-07,New Mexico,Albuquerque,1700 block of Rayo del Sol SW,0.0,4.0,Unintentional Shooting,,,,2020,3,7,5,4.0
15929,1635989.0,2020-03-07,Illinois,Chicago,5600 block of W Division St,0.0,1.0,Unintentional Shooting,,,,2020,3,7,5,1.0
15930,1635786.0,2020-03-07,Washington,Yakima,1100 block of Folsom Ave,1.0,0.0,Unintentional Shooting,,,,2020,3,7,5,1.0
15931,1636365.0,2020-03-07,Tennessee,Paris,301 Tyson Ave,1.0,1.0,Unintentional Shooting,,,,2020,3,7,5,2.0
15932,1635661.0,2020-03-06,North Carolina,Randleman,607 S Main St,0.0,0.0,Unintentional Shooting,,,,2020,3,6,4,0.0
15933,1635221.0,2020-03-06,Michigan,Detroit,1301 3rd Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,6,4,1.0
15934,1635607.0,2020-03-06,California,Escondido,,0.0,1.0,Unintentional Shooting,,,,2020,3,6,4,1.0
15935,1635159.0,2020-03-06,Louisiana,New Orleans,2200 block of Louisiana Ave,0.0,2.0,Unintentional Shooting,,,,2020,3,6,4,2.0
15936,1634779.0,2020-03-05,South Carolina,Mountain Rest,Trillium Dr,1.0,0.0,Unintentional Shooting,,,,2020,3,5,3,1.0
15937,1634541.0,2020-03-05,New York,Buffalo,1 Walden Galleria,0.0,1.0,Unintentional Shooting,,,,2020,3,5,3,1.0
15938,1635281.0,2020-03-05,Virginia,Powhatan,2600 block of Maidens Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,5,3,1.0
15939,1635113.0,2020-03-05,Florida,Fort Lauderdale (Weston),2585 Glades Cir,0.0,1.0,Unintentional Shooting,,,,2020,3,5,3,1.0
15940,1634921.0,2020-03-05,Pennsylvania,York,300 block of Oak Ln,1.0,0.0,Unintentional Shooting,,,,2020,3,5,3,1.0
15941,1634334.0,2020-03-05,Connecticut,Westport,Merritt Pkwy,0.0,1.0,Unintentional Shooting,,,,2020,3,5,3,1.0
15942,1635359.0,2020-03-05,Texas,Cypress,7600 block of Oak Sage Dr,0.0,1.0,Unintentional Shooting,,,,2020,3,5,3,1.0
15943,1634139.0,2020-03-05,New York,Hampton Bays,49 Ponquogue Ave,2.0,0.0,Unintentional Shooting,,,,2020,3,5,3,2.0
15944,1633866.0,2020-03-04,Alabama,Slocomb,Green Rd,1.0,0.0,Unintentional Shooting,,,,2020,3,4,2,1.0
15945,1634932.0,2020-03-04,Pennsylvania,Philadelphia,3100 block of 32nd St,0.0,1.0,Unintentional Shooting,,,,2020,3,4,2,1.0
15946,1634399.0,2020-03-04,Indiana,Brownstown,1027 W Oak St,0.0,2.0,Unintentional Shooting,,,,2020,3,4,2,2.0
15947,1634317.0,2020-03-04,New Hampshire,Warner,Parade Ground Cemetery Road,1.0,0.0,Unintentional Shooting,,,,2020,3,4,2,1.0
15948,1634611.0,2020-03-04,Texas,Texarkana,2500 N Robinson Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,4,2,1.0
15949,1633807.0,2020-03-03,South Carolina,Columbia,6600 block of Bailey St,0.0,1.0,Unintentional Shooting,,,,2020,3,3,1,1.0
15950,1633562.0,2020-03-03,Missouri,Bolivar,300 block of N Park Ave,0.0,1.0,Unintentional Shooting,,,,2020,3,3,1,1.0
15951,1634212.0,2020-03-03,New Mexico,Taos,105 Albright St,0.0,0.0,Unintentional Shooting,,,,2020,3,3,1,0.0
15952,1634756.0,2020-03-03,Arkansas,Little Rock,8800 Baseline Rd,0.0,1.0,Unintentional Shooting,,,,2020,3,3,1,1.0
15953,1634072.0,2020-03-03,Texas,Tyler,3400 Varsity Dr,1.0,2.0,Unintentional Shooting,,,,2020,3,3,1,3.0
15954,1632677.0,2020-03-02,Texas,Forney,6170 Falcon Way,0.0,0.0,Unintentional Shooting,,,,2020,3,2,0,0.0
15955,1632459.0,2020-03-02,Kansas,Wichita,2600 block of N Arkansas,1.0,0.0,Unintentional Shooting,,,,2020,3,2,0,1.0
15956,1633167.0,2020-03-02,Virginia,Chesapeake,600 block of Montauk Ln,1.0,0.0,Unintentional Shooting,,,,2020,3,2,0,1.0
15957,1633558.0,2020-03-02,Florida,Vero Beach,3980 King Pl,0.0,1.0,Unintentional Shooting,,,,2020,3,2,0,1.0
15958,1632731.0,2020-03-02,California,Vista,300 block of Paseo Marguerita,0.0,1.0,Unintentional Shooting,,,,2020,3,2,0,1.0
15959,1632813.0,2020-03-02,Oregon,Portland,6600 block of NE Tillamook St,0.0,2.0,Unintentional Shooting,,,,2020,3,2,0,2.0
15960,1632282.0,2020-03-01,Wisconsin,Janesville,4011 S County Rd G,0.0,1.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15961,1854479.0,2020-03-01,South Carolina,Conway,3594 US-701,0.0,1.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15962,1632401.0,2020-03-01,Massachusetts,Plymouth,Forest Avenue,0.0,1.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15963,1631792.0,2020-03-01,Oklahoma,Oklahoma City,NE 32nd St and N Lincoln Blvd,0.0,1.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15964,1631780.0,2020-03-01,Michigan,Detroit,19700 block of Littlefield St,0.0,1.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15965,1632354.0,2020-03-01,California,Los Angeles,1700 block of N Highland Ave,1.0,3.0,Unintentional Shooting,,,,2020,3,1,6,4.0
15966,1631705.0,2020-03-01,Kentucky,Louisville,1500 block of South 9th Street,0.0,1.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15967,1632058.0,2020-03-01,Texas,Houston,11927 East Fwy,1.0,0.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15968,1632100.0,2020-03-01,New Mexico,Albuquerque,10000 block of 2nd St NW,1.0,0.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15969,1662940.0,2020-03-01,Mississippi,Indianola,Sunflower Ave and Main St,1.0,0.0,Unintentional Shooting,,,,2020,3,1,6,1.0
15970,1631568.0,2020-02-29,Mississippi,Biloxi,200 block of Nixon St,1.0,0.0,Unintentional Shooting,,,,2020,2,29,5,1.0
15971,1632603.0,2020-02-29,Kentucky,Paducah,2600 block of Perkins Creek Dr,0.0,0.0,Unintentional Shooting,,,,2020,2,29,5,0.0
15972,1631212.0,2020-02-29,Pennsylvania,Pottsville,204 Peacock St,0.0,4.0,Unintentional Shooting,,,,2020,2,29,5,4.0
15973,1631873.0,2020-02-29,Kentucky,Lexington,1700 block of Elverton Rd,0.0,1.0,Unintentional Shooting,,,,2020,2,29,5,1.0
